lang,text
deu,"Du hast überhaupt nicht verstanden, was ich sagen wollte."
fra,Le résultat a visiblement très impressionné tout le monde.
ita,Lei vorrebbe andare allo zoo questo pomeriggio?
fra,Il fait trop sombre pour voir quoi que ce soit.
deu,Wir haben unterschiedliche Anschauungen.
ita,Tom ha finito la benzina.
spa,Él fue a París a estudiar francés.
spa,¡Qué bueno me está sabiendo este caldito!
eng,I am following a Swiss.
deu,"Sie nahm das Risiko auf sich, im Wissen, dass sie eine Menge Geld verlieren könnte."
ita,Hai annotato il numero di telefono?
deu,Ich sehe alles doppelt.
spa,¿Estuvo usted alguna vez en Okinawa?
eng,Layla started crossing the line.
deu,Sie dürfen so einen Hund nicht frei laufen lassen!
ita,Manca l'acqua?
fra,Pourquoi est-ce si pénible d'avoir des relations avec les autres ?
fra,Jean et Jeanne regarderont ma tulipe.
ita,Ha della buona carta per scrivere?
deu,Er hat das mit aller Macht hochgehoben.
deu,Tom muss sehr enttäuscht gewesen sein.
fra,Dis-moi si tu es heureuse.
deu,Wann hat es angefangen zu regnen?
deu,"Welche Größe hat der Helm, den du trägst?"
fra,As-tu eu la permission ?
ita,Non importa se Tom è d'accordo o no.
spa,Creo que está bien llorar hasta hartarte en los momentos difíciles.
ita,Siete preoccupate per quello?
fra,Elle leur parle toujours.
ita,Perché abiti qui?
fra,Elle vous les a donnés.
deu,"Er beschwerte sich, dass man ihn ungerecht behandelt hatte."
ita,Il francese di Tom è migliorato?
eng,Tom fell in love with his secretary.
spa,Esperemos que vayamos a llegar allí a tiempo.
eng,"Pray, of what land or lineage should I rightly call you?"
deu,"Ernsthaft, ich glaube nicht, dass es ein Plagiatsfall ist."
fra,Les enfants ont d'habitude foi en leurs parents.
fra,Il a attaché la remorque à sa voiture.
fra,On leur a fait subir un lavage de cerveau.
spa,¿Cuál es el nombre de su mejor amigo?
fra,Elle n'a pas voulu danser avec moi.
fra,Ils nous les ont rendus.
spa,Tom comenzó a sospechar que Mary lo estaba engañando.
eng,How long is it going to take?
spa,Le di mis libros a esa gente.
fra,Je suppose que je saurais changer un pneu si je le devais.
eng,How often do you eat chocolate?
spa,Nadie tiene derecho a predicar la abstinencia.
fra,Je n'ai pas encore dit oui.
ita,"Sebbene le previsioni del tempo non siano delle migliori, credo che ci divertiremo molto!"
deu,Sie hat ihn am Klavier begleitet.
deu,Tom und Maria helfen bestimmt.
eng,His father-in-law is strict.
fra,Arrête de m'envoyer des textos.
deu,Tom trinkt nach dem Abendessen oft ein Schlückchen Wein.
eng,"Mary is drinking tea, isn't she?"
ita,È troppo costoso.
deu,Der Prinz schenkte der Prinzessin zum Beweis seiner Liebe ein Schloss.
eng,Being an astronaut was always my first dream.
ita,Non va a costruire fattorie in Canada.
eng,Tom and Mary bought each other Christmas presents.
spa,Me interesa la historia de Asia.
deu,Sie wurde rot vor Scham.
eng,You have to be extra careful around Tom.
ita,Io lavo l'auto.
fra,Les tickets ont été épuisés en l'espace d'une semaine.
eng,Are you still a Muslim?
fra,La langue kabyle va de l'avant.
ita,Loro stanno per raddoppiare!
eng,I know Tom didn't know you wouldn't be able to do that.
ita,"Da un punto di vista pratico, il suo piano non è facile da realizzare."
spa,Se dice que la cantidad de dinero que un americano gana es indicativo de su habilidad.
spa,La invitaron a una fiesta.
eng,Pity I didn't wait for your reply before I added the sentences.
ita,Quell'automobile è abbastanza nuova.
deu,Sie spielten Spiele.
fra,"Votre espéranto est excellent, félicitations."
fra,Tom n'a pas pu contenir sa colère.
ita,Tom mi passò il sale.
ita,Tom guardò Mary con disapprovazione.
ita,È la parte più difficile.
spa,¿Nancy quiere tener un perro?
fra,Dites-leur qui nous sommes.
deu,Sie hat braune Augen.
spa,Yo he estado aquí antes.
fra,Apprenons l'anglais.
fra,Je te dis ça parce que je m'inquiète pour toi.
deu,Am Morgen begrüßte uns eine freundlich leuchtende Sonne.
ita,Siete molto più alti di Tom.
deu,Wo ist Ihr Motorrad?
spa,Compré un florero de cristal.
spa,¿Quieres comer fideos o arroz? ¿Quieres tomar zumo de frutas o café?
ita,Io penso che sia il modo più sicuro per farla.
ita,"A te dove piacerebbe lavorare? ""In Australia."""
fra,Nous étudions l'anglais tous les jours à l'école.
spa,Tom supo que él había sido castigado.
deu,Man müsste eine vergleichende Auswertung der Ergebnisse erstellen.
fra,"Le myélogramme est un examen médical, qui correspond à l’analyse d’un prélèvement de moelle osseuse."
ita,"Loro non erano occupati, vero?"
fra,"En fin de compte, elles avaient toutes prévu de rester."
fra,Comme c'est romantique !
eng,I thought of you today.
fra,Tom verrouilla la porte.
ita,Non parlate con gli estranei.
fra,La mosquée al-Aqsa est à Jérusalem-Est.
deu,Zu welcher Zeit ist es entflohen?
spa,No se escuchaba un ruido.
deu,Das wirst du noch büßen!
fra,Cela m'a pris plus d'une semaine pour construire la maquette de bateau.
spa,Esta es la pluma que se me perdió ayer.
ita,La mia mente stava correndo.
spa,No creo que Tom vaya a confesar estar equivocado.
spa,"Considérelo, y luego me cuenta lo que decidió."
deu,Die Pferde zogen an und setzten den Wagen in Bewegung.
ita,Va a costruire negozi in Libia?
fra,Il fait l'apologie du communisme.
ita,Possiamo tornare adesso?
spa,El profesor es estricto con los estudiantes.
deu,Die meisten Menschen hier sind recht freundlich.
ita,Ho fatto un elenco di cose che dovevo prendere.
deu,Sie hatte schlichtweg keine Wahlmöglichkeit.
deu,So was Köstliches hatte ich selten auf dem Teller.
spa,Marta es una excelente pianista.
fra,J'ai vu Tom dans le parc.
ita,Dove devo guardare?
ita,È stravagante.
eng,The armored vehicle launched a surface-to-surface missile at the enemy base.
ita,Taglia la torta con questo coltello.
ita,Ricordate le mie parole!
deu,"Theoretisch bin ich reich, praktisch aber nicht."
ita,Disse che era molto dispiaciuta.
eng,He only has one client.
deu,Zur Hölle damit!
fra,"C'est quoi, la philosophie ?"
ita,Guardò un film con lui.
spa,Susana tiene un carácter totalmente distinto al de sus hermanos.
deu,Tom fängt ein neues Buch an.
eng,I'm just trying to get you to do what you said you'd do.
spa,¿Cenáis en casa?
ita,Sempre pronto ad aiutare.
spa,"Si vos me enseñás tu idioma, yo te enseño el mío."
ita,Dan non aveva neanche intenzione di chiamare Linda.
ita,Vi piacque.
ita,Hai promesso che verrai.
fra,"Où est votre famille, Tom ?"
fra,Le jardin est clôturé.
deu,Was ist dein zweiter Vorname?
spa,Las noticias han confirmado mis sospechas.
deu,Sie sollten sich das mal ansehen.
deu,Geht ihr morgen mit uns ins Kino?
eng,Were Tom and Mary the ones who did this?
deu,Ich verstehe alles.
fra,J'y ai passé toute ma jeunesse.
fra,Le gouvernement doit comprendre que nous sommes en situation de crise.
eng,So has that ever happened to you before?
spa,Sugiero que primero nos cambiemos de ropa.
fra,Ne veux-tu pas être rédactrice ?
deu,Die Spannung des Wettbewerbs nimmt immer mehr zu.
deu,Er sehnte sich nach Liebe.
deu,Die beiden Vokale bilden einen schwer aussprechbaren Diphthong.
deu,Diese Hose ist schmutzig.
ita,Ziri e il caffè sono inseparabili.
eng,"Come on, don't act so coy, I know you're into it."
fra,Je ne comprends pas comment cela peut plaire.
ita,Ho trovato il ragazzo addormentato in un sonno profondo.
fra,Qui est ce grand chevalier ?
fra,Nous ne sommes pas vos ennemies.
spa,A pesar de toda su riqueza no es feliz.
spa,Te llamaré mañana a las ocho.
spa,Estoy buscando ese distrito postal.
fra,N'en ouvre plus !
spa,Es la única explicación.
deu,Tom hat heute mit Maria Schluss gemacht.
spa,Debería saberlo.
fra,Je dis « Pouce ».
fra,Le printemps nous rend espoir en l'avenir.
eng,Did you manage to convince Tom to help you?
ita,Nelle grandi città c'è troppo traffico.
ita,Che state facendo in questi giorni?
fra,Penchez le haut du corps en avant.
ita,I leucociti sono globuli.
ita,Non andate a costruire biblioteche in Finlandia.
deu,Ich war so verwirrt.
spa,"Como la suerte no es lo mío, ni juego al pachinko ni compro lotería."
fra,Il nouait ses lacets.
fra,Je prends parfois une douche le matin.
ita,Lei vuole mangiare del sushi stasera?
eng,In autumn all the leaves on the mountain change color.
deu,Das haben Sie jetzt davon!
spa,"Desafortunadamente, no tuve oportunidad de ver el castillo."
eng,Life is a lottery.
spa,Es bastante bonito.
eng,Tom and Mary said they aren't sure.
spa,¿Puedes darme colgando la ropa?
fra,Le ballon a rebondi sur la barre transversale.
fra,Thomas veut connaître le passé de Marie.
fra,J'attends votre décision avec une vive impatience.
ita,Vorresti sapere come morirai?
eng,Why do I have to fight?
fra,La femme qui est sortie est ingénieure.
fra,Ils se sont trompés.
ita,Io non posso controllarli.
fra,"Aujourd'hui, je ne travaille pas."
ita,La pronuncia dell'insegnante è quasi perfetta.
ita,Tu non mi hai mai detto che eri sposata.
eng,Tom and Mary said they were asked to help.
eng,You're always breathing down my neck.
ita,Io non ho voglia di studiare.
deu,Amerika ist führend in der Raumfahrttechnik.
eng,We insist.
fra,Va falloir s’y faire.
fra,Je n'ai fait que le strict minimum.
ita,Tu giochi a calcio o a rugby?
ita,Mehmed Talat è stato assassinato a Berlino nel 1921.
ita,Questo è l'ordine.
spa,¿Quién es tu médico?
eng,"All mushrooms are edible, but some only one time."
fra,La prosopagnosie désigne l'incapacité à reconnaître les visages familiers.
ita,Vado a costruire università in Irlanda del Nord.
deu,Ich brauche einen Muttersprachler.
fra,Tom est un meilleur joueur de saxophone que Marie.
deu,Meine Liebste arbeitet als Au-pair-Mädchen in Italien.
eng,How do you explain all this?
deu,Ich hab halb eins Mittag gegessen.
spa,No cometo errores.
eng,Don't talk about me while I'm gone.
ita,Volete uccidermi.
eng,Do as you want.
fra,Le timbre s'est décollé de l'enveloppe.
eng,I didn't know Tom would let you do that by yourself.
fra,Une autre alternative devrait pouvoir être envisagée.
ita,Non mi dica che è già stanco.
deu,Besuchen Sie uns mal.
spa,Lo necesitan.
spa,El hijo abusó de la confianza de su padre.
fra,Arrête-toi s'il te plaît !
spa,"El corazón alegre es buena medicina, pero el espíritu quebrantado seca los huecos."
spa,Es lo que estaba esperando.
fra,J'adore les carottes.
fra,Elles dormaient.
eng,I knew Tom would appreciate your help.
eng,Defenestration is a common method of murder in Russia.
deu,"Ich will, dass du bei Sonnenaufgang verschwunden bist."
ita,Noi odiamo Tom.
spa,Mi gato está durmiendo.
eng,I want to learn Japanese.
eng,Did you treat Tom well?
eng,Didn't you know Mary and Alice were Tom's sisters?
deu,"Es darf nur angreifen, wer bereit ist einzustecken."
ita,Sono terribile coi nomi.
eng,You need to be confident.
ita,A Tom non piace guidare sotto la pioggia.
spa,Creo que ésta es la moto de Tom.
ita,Studia storia all'università.
fra,Ziri est tombé dans la piscine.
ita,Venga a visitarmi.
deu,"„Ich kenne ihn gut.“ – „Ach, tatsächlich?“"
fra,C'est d'une importance fondamentale.
spa,No os paséis con el vino.
deu,Der ganze Hausstand tanzt nach der Pfeife der Hausfrau.
deu,Wir müssen das heute erledigen.
eng,Who knows who was unfair.
spa,"Si yo hubiera sabido su dirección, le habría mandado una carta."
eng,"I'm a bit serious today, but please bear with me."
deu,Magst du mit mir Schach spielen?
fra,Ils sont devenus de très bons amis.
fra,Je prends contact plus tard.
ita,Io non ho fatto nulla per Tom.
deu,Jetzt bin ich sehr traurig.
ita,Questo ti ha sorpreso?
spa,Derrochar así el dinero es obsceno.
spa,Estaba acostumbrado a hablar con extranjeros.
eng,Tom would want you to have this.
spa,¿Sabes a qué hora cierra ese supermercado?
spa,"Verde, amarillo y azul son los colores de la bandera brasileña."
ita,Io vi premierò.
spa,¿Cuántos riñones tiene una persona?
fra,Elle m'a flanqué à la porte.
spa,Apenas puedo recordar cómo lucía mi abuelo.
deu,Ich habe heute morgen mit dem Bundespräsidenten gesprochen.
spa,Los hijos predilectos de la madre Tierra son las lombrices.
fra,"Actuellement, mes affaires ne se portent pas très bien."
spa,¿Dónde está Australia?
deu,"Gerät man ins Zweifeln, erschwert das immer die Ausführung von Aufgaben."
fra,Elle doit venir ici.
ita,Non va a insegnare qualcosa in India?
deu,Er leerte sein Glas in einem Zug.
eng,Martino was attacked by the giant carnivorous plants.
eng,That is what the British people expect of their Queen.
fra,Elle m'a répondu qu'elle était désolée pour ce qui s'est passé.
fra,Je l'ai fait de la bonne manière.
spa,Siguió su consejo.
spa,Tom le dijo a Mary que ella tenía razón.
fra,Cet oiseau est une fauvette.
eng,She had a beautiful wife.
ita,Lui accoglierà gli invitati.
spa,Tuve que conducir yo mismo al hospital.
fra,Vous voilà !
eng,I have a surface-level knowledge of a lot of things.
spa,Estamos todos.
eng,Improvising isn't as difficult as you say it is.
eng,I set up the little tent.
spa,Tengo un horario flexible.
eng,That roller coaster has me feeling rather discombobulated.
deu,"Gibt es Hoffnung, dass das bald zu Ende ist?"
ita,È splendido.
ita,L'ha perdonato?
eng,You should've gotten dressed faster.
ita,Tom sta bevendo del vino.
eng,Tom wishes Tatoeba would stop stalking him.
deu,Ich bin ihretwegen noch immer sauer.
fra,"Tu n'es pas fatigué, si ?"
eng,Tom and Mary said they'd do it themselves.
deu,Tom ist bei allen beliebt.
ita,"Dopo la Seconda Guerra Mondiale, la storiografia italiana ha un grande sviluppo."
spa,Tú eres más alto que ella.
ita,Tutto nel Corano è ragionevole.
deu,Warum weiß Tom das nicht?
deu,"Ich bin gekommen, um euch mit nach Hause zu nehmen."
fra,Qui les a découverts ?
ita,Mia sorella di solito va al parco ogni weekend.
deu,Das Kind wird sechs.
deu,Die Hündin hat fünf Welpen bekommen.
eng,Tom saw it with his own two eyes.
ita,È morto ieri.
spa,Empezó a chillar y me marché.
fra,Soyez fière de ce que vous avez accompli.
ita,Galileo ha fatto cadere due palle di ferro dalla cima della torre.
spa,Deseo viajar a otros países.
fra,Les filles aiment bien les mauvais garçons.
deu,Diese Schuhe passen mir nicht gut.
eng,Even Tom lied to us.
eng,I've had this computer for a long time.
deu,Ich hätte es mir aufschreiben sollen.
spa,Es difícil de creer.
ita,Fai un paio di passi in avanti.
spa,Siento no haberte contestado antes.
spa,Mantenemos que él no es culpable.
eng,Rima and Skura bought that.
deu,Tom ist ein Indianer.
spa,"Lamentablemente, ella vive en el extranjero."
eng,"One of the most famous horse races in the world, the Melbourne Cup, will be held today."
deu,Magst du diese?
spa,Casi me atropella un auto.
fra,Cela va faire venir beaucoup de curieux.
eng,You're not the only one who cares about Tom.
eng,I could tell you were hungry.
spa,Libertad.
deu,Hier liegt seine Asche.
fra,Tom est chez son oncle.
fra,C'est la femme de mes rêves.
spa,"¡Por favor, apagadlo!"
eng,"Does he like music? ""Yes."""
deu,Gibt es Zimmer mit Toilette und Dusche?
spa,Empujó al auto en pana con toda su fuerza.
eng,Know where to hide.
ita,Lo potrebbe baciare.
deu,Er erstarrte.
ita,Ma sei scappata via?
spa,"Cuando el grande vence al chico, éste reúne respaldos y el grande fuga."
spa,Tomás oye mal.
spa,Ella vende conchas marinas.
spa,Su escritura es linda y legible.
ita,È quasi morto oggi.
eng,Tom believes he's right.
fra,Beaucoup d’hommes veulent maintenant devenir infirmiers.
ita,La stanza è un casino.
spa,Él debe haber perdido el tren.
eng,I don't like this plan.
spa,¿Qué te ha golpeado?
deu,"Ich bin es nicht gewohnt, Entscheidungen zu treffen."
ita,Tu hai il lunedì libero?
spa,"Apruebes o no el examen de chino, vamos al pub a tomar una cerveza."
deu,Du siehst deinem Bruder total ähnlich.
eng,Sami was driving through the roundabout.
deu,Die Bibliothek hat einen barocken Lesesaal.
fra,Ziri a un atelier de réparation en ville.
fra,C'est la première fois que j'entends cette histoire.
ita,Ammiro il modo in cui gestisci le sfide.
eng,This will turn Yanni's life around.
eng,What about this fascinates you?
deu,Mit Geld kann man sein Glück nicht kaufen -- aber man kann damit anderen Glück schenken.
deu,"Sie sagt, es gehe ihr heute schon etwas besser."
fra,Ce sont des histoires ridicules.
eng,They'll be watching you.
deu,Er feuerte Maria.
spa,No me gusta el color de esta casa.
fra,Ne vous connait-il pas ?
spa,Puedes ir adonde tú quieras.
spa,Tu reloj de pulsera está encima de la mesa.
spa,"¿Cuál te gusta mejor, té o café?"
eng,Some people say that Algiers was originally an island but that's not true.
ita,Questo tavolo è sporco?
fra,Vous devriez laisser cela secret.
ita,"Di che nazionalità erano le vostre cugine? ""Gallese."""
ita,Pensavo volesse qualcosa da bere.
deu,Das sind wirklich schlechte Nachrichten.
deu,Mit Bart siehst du älter aus.
ita,Dove le ha tatuate?
ita,Didone acquistò tutto il terreno che riuscì a circondare con la pelle di un toro.
ita,Tom è in grado di parlare in francese ora.
eng,I was under a lot of pressure then.
ita,Ha tre anni in meno di Mary.
ita,Non sono così stupido!
eng,Mary repaired her bicycle.
spa,Estoy aquí todas las noches.
eng,The guard handed Ziri his prison uniform.
eng,Tom's car was going southbound on Park Street when it was T-boned by a car that ran a red light.
spa,Tom quería adelgazar.
ita,Io mi porto proprio la sedia girevole con le rotelle.
eng,Carlos arrived at a dangerous-looking place.
eng,Which hot spring did you go to?
fra,Aille le gigot !
spa,El oficial al mando dijo que se quedarían.
eng,Have you ever eaten tempeh?
eng,Arms export was prohibited.
spa,No me gusta el pescado.
deu,Tom schien misstrauisch zu sein.
ita,Io spero di rivederti.
eng,She's upstairs in her bedroom.
deu,Was hat euch dazu bewogen hierherzukommen?
spa,Lourdes sintió por primera vez la reconfortante sensación de haber hecho lo que debía.
ita,Perché non siete andati con lui?
spa,¿Eres un niño prodigio?
fra,Pourquoi ne me dis-tu pas ce que tu fais ici ?
eng,The bomb could go off at an moment.
fra,Un enfant apprend à parler avant de savoir écrire.
spa,¿Me acompañás a la universidad?
spa,Mi hermano está viendo la tele.
fra,Je ne suis pas content de ce que j'avais fait.
spa,Me acabás de hacer acordar de alguien.
deu,Sie haben mir nicht geantwortet.
eng,He's a good climber.
deu,Wollt ihr Ketchup für die Pizza?
spa,Mi profesora de alemán es muy paciente.
spa,Sois demasiado perfectos.
fra,Pourquoi es-tu tellement en colère ?
deu,"Sie unterstützt dich, wenn sie deine Freundin ist."
ita,Tom mi rubò la biro.
fra,Sami semblait vulgaire.
ita,Oggi vai a letto prima.
deu,Die Zeit offenbart alles.
deu,Mir liegt das Wort auf der Zunge.
spa,Le dio una respuesta vaga.
deu,"Der CEO betonte, dass er häufig durch Europa reise und nichts zu verbergen habe."
spa,Con el DELE tendré más oportunidades de trabajo.
spa,¿Quién no ha estado ahí?
spa,Ten en mente que el lenguaje es tu amigo y no tu enemigo.
deu,"Die Traube wird schwarz, indem sie die andere Traube anschaut."
ita,Io vidi le sue foto in Giappone.
fra,Elle doit faire une ostéodensitométrie.
fra,Sami buvait de la bière.
fra,"Pour ma fête, j'ai reçu des cadeaux."
eng,"I was lucky the train was late. Otherwise, I would've missed it."
eng,He confused me for my twin brother.
eng,Our air is polluted.
deu,Endlich wachte ich auf.
spa,¿Has comprado ropa nueva últimamente?
ita,Pensano di essere dei geni.
spa,Me invitarían a la fiesta.
ita,Non va a costruire strade in Ucraina?
spa,Todo lo que puedes hacer es esperar.
ita,I vostri compiti sono finiti?
eng,Did you drink tea?
ita,Lo ammirava.
spa,La casa se prendió fuego.
eng,Ziri says he has marital problems.
deu,Sie haben mich wie ein kleines Kind behandelt.
eng,You're mistaken if you think Tom is wrong.
spa,Tom ganará esta partida.
eng,Kalman camped on his property in the middle of nowhere.
deu,Warum will sie mir nicht helfen?
fra,Nous avons détecté une fuite sur le tuyau.
spa,Me encantan los hospitales.
fra,Il attend depuis deux mois.
spa,Todavía no me ha contestado.
ita,Secondo me manca completamente.
spa,Tomás se enamoró de una chica linda.
spa,Éduqué a un huérfano.
fra,Sa capacité d'écrire du pied est étonnante.
fra,Certaines personnes n'ont absolument aucun scrupule.
fra,"Qu'importe que vous le croyez ou non, en tout cas, moi, j'y crois."
eng,"Okay, I give up."
spa,¿Qué se puede hacer con esa herramienta?
ita,La mia amica era marocchina?
ita,Siete il gruppo di spalla.
ita,Parliamo dei presidenti. Lei ne ha conosciuti molti.
deu,"Guten Abend, Schatz! Bin ich froh, endlich zu Hause zu sein!"
eng,Yanni and Skura are turning red.
fra,"C'est à vous que je parle, Ziri."
ita,Dov'erano gli ispettori edili?
eng,Did you get my postcards?
spa,La Segunda Guerra Mundial terminó el 1945.
ita,Mio padre gestisce un ristorante.
spa,Tomasa había construido aquella barraca con sus propias manos.
ita,Dice che è innamorata di lui.
fra,Elle avait envie de lui exprimer ses sentiments amoureux.
deu,Meine Fantasie spielt mir Streiche.
spa,Tom se divorció de Mary.
ita,"Ovunque lui vada, farà sicuramente amicizia con qualcuno."
deu,Er gefällt ihr und sie gefällt ihm.
deu,Ich sage euch die reine Wahrheit.
spa,Ella lava su falda.
ita,Tom è stato lì per tre ore.
ita,Abbiamo esaurito il cibo.
fra,L'Algérie dispose d'un filet social.
spa,Enciendo la lámpara.
ita,La mia educazione mi ha resa ciò che sono.
spa,Ella está justo ahí.
spa,Ya estoy aburrida.
spa,No me parece prudente.
spa,Estamos estancados en el medio de la pampa y no nos queda bencina.
eng,I don't think Tom would be jealous.
spa,¿Tendrás este en un talle más grande?
spa,Me acabo de comprar un ratoncito.
ita,Tom è andato in pensione in Florida.
spa,El público seguía las evoluciones de las acróbatas con encandilamiento pasmado.
ita,Desideravo amore.
ita,"Soprattutto, non perdere la speranza!"
spa,Es el hombre adecuado para el trabajo.
fra,Le roi fut déchu de ses pouvoirs.
deu,Diese Kirche hat schöne Fenster.
spa,Todo es locura en este mundo excepto el placer.
spa,¿Le gustan las naranjas?
deu,"Ich würde Tom gerne helfen, wenn ich kann."
deu,"Wir brauchen keine zehn Minuten, um alle Pfannkuchen zu vertilgen."
eng,Sami went to Walmart at six.
eng,You shouldn't sleep with him on the first date.
fra,Vois ce qu'il fait !
eng,I know that Tom didn't mean to do that.
deu,"Er forderte, dass ich sofort das Geld bezahle."
ita,Tom sta cuocendo del pane.
fra,Je te prie de corriger ma prononciation !
deu,"Willst du mir sagen, wer das ist?"
deu,Ich esse sehr gerne Melonen.
deu,Von dort aus wirst du nichts sehen können.
fra,"Il n'avait rien à dire, alors il est parti."
ita,Vanno ovunque.
eng,Why do you look familiar?
deu,Im Sport ist der Mannschaftsgeist entscheidend für den Erfolg.
eng,The main shops are in the city centre.
ita,Perché sei vestita come se fosse nel mezzo dell'estate quando fa così freddo?
ita,Ora manca poco.
deu,Ich habe keine Zweifel bezüglich seiner Ehrlichkeit.
eng,Do you live with Tom?
spa,Estaba viendo la televisión cuando llegó Tomás.
eng,The baby was named Peter after his grandfather.
deu,"Fürchtest du dich davor, dich zu fürchten?"
deu,Wonach haben sie euch gefragt?
spa,Se hirió el brazo levantando tanto peso.
ita,"Durante il concerto, il batterista suonava le percussioni con una paletta."
spa,Agrega sal al gusto.
fra,Ça m’a manqué.
deu,Tom hat von seinem Vater einen Roller geschenkt bekommen.
spa,Yanni probablemente tenga razón.
spa,Se suponía que habría silencio aquí.
deu,Tom legte seinen Bleistift hin.
deu,Ein einziger Mann mit Mut ist die Mehrheit.
eng,Have a nice evening with your Parisian friends!
eng,Tom said he probably wouldn't be in his office on October 20th.
eng,I have a major announcement to make.
deu,Er hatte einen seiner Socken auf links an.
deu,Sie ist kleiner als ich.
eng,Mr. Jackson is Tom's teacher.
eng,This is a picture of Tom and his wife.
fra,L'étude des processus de cristallisation dans les naines blanches révèle leur structure interne.
deu,Er hat mich von seiner Unschuld überzeugt.
fra,Mon fils a grandi et devient un homme.
spa,"Sí, por supuesto."
ita,Vi siete allontanate.
fra,Une banane verte n'est pas assez mûre pour être consommée.
deu,Nimm das sofort zurück!
spa,Ella durmió la mona.
eng,Sami's car was abandoned on the side of the road with a flat tire.
ita,Ci ricorda le nostre vulnerabilità.
spa,El plumaje de ese pavo real es asombroso.
deu,Tom ist auf der Suche nach einer einträglichen Arbeit.
eng,Fadil tried to dispose of the body.
fra,Je pense que c'est trop cher.
ita,"Di che nazionalità sono i loro parenti? ""Marocchina."""
deu,Das scheint eine wahre Geschichte zu sein.
spa,"No importa lo que él haga, él lo hace bien."
eng,He left Japan never to come back.
spa,Puedes verlas riendo y bailando por la noche.
deu,"Gefällt dir das Gedicht, das ich für dich geschrieben habe?"
eng,Why are you always so aggressive?
deu,Ich hatte unterwegs schon wieder eine Panne und warte auf den ADAC.
fra,Il a arraché quelques pages du livre.
deu,"Ich bin nicht so stark, wie du denkst."
fra,Je dois passer l'examen d'entrée aujourd'hui.
fra,L’infirmier aide une femme qui utilise un fauteuil roulant.
spa,El esclavo intentó huir.
deu,Ich arbeite in der Bank.
eng,Don't you see what you've done?
spa,Espera un segundo.
fra,Tu as notre soutien inconditionnel.
deu,Er sang ein Lied.
ita,Siamo arrivati giusto in tempo?
ita,Non beviamo latte.
spa,"No solo te ves como Tom, sino que también te oyes como él."
fra,On peut partir ensemble.
eng,The police gathered a lot of evidence from the crime scene.
eng,Tom is afraid he might do something that he'll regret.
spa,Mika no es menos encantadora que Keiko.
deu,"Maria will wissen, was sie mit dem ganzen Zeug tun soll, das ihr bei ihr gelassen habt."
fra,Elles regardent tes belles tulipes.
fra,J'avais quatre-vingts ans à la naissance de mon petit-fils.
ita,La distilleria ha vinto numerosi premi per la qualità dei suoi prodotti.
ita,Yanni ha trovato il suo telefono.
fra,Voici une recette de caramel de banane qui pourra remplacer avantageusement le Nutella.
eng,Ziri mixed the baking soda in some hot water.
ita,"Trattenete il fiato, per favore."
eng,She never saw her brother again.
ita,Il giudice ha chiesto alla giuria di raggiungere un verdetto.
fra,« J'adorerais aller au bal avec vous. » « Vraiment ? Vous le voudriez ? »
fra,J'adorerais essayer ça !
fra,Je ne peux pas te dire ce que nous avons fait hier soir.
ita,Mi dissero che non erano preparati.
fra,Il sait lire le chinois.
deu,"Das ist gut, oder?"
eng,You needn't have come.
fra,Marie décourageait les étudiants.
deu,"Bist du sicher, daß Tom und Maria wiederkommen?"
eng,The number of unemployed college graduates amounts to more than 4000.
deu,Wieviel Zeit wird das in Anspruch nehmen?
deu,"Ich hoffe, Sie sind mir nicht böse?"
ita,Quanto tempo sei stata via?
deu,Das ist eine Interpretation seitens der Presse.
spa,Ya no seguiré el camino contigo.
deu,Können Katzen wirklich im Dunkeln sehen?
ita,Abitiamo a Connemara.
spa,Tom no se dará cuenta.
spa,Caminamos otras cien yardas.
fra,Nous allons devoir vérifier cela.
ita,Il produttore di cosmetici ha lanciato una linea di maschere monodose per la cura della pelle.
deu,Kannst du irgendwelche anderen Hotels empfehlen?
spa,El precio real fue más bajo de lo que yo había pensado.
spa,Es fácil encontrar un ejemplo.
spa,Me dolía el corazón.
eng,Some religions are or were against development and freedom of thought.
spa,Esta comida tiene mucho ajo y poca sal.
deu,Es handelt sich um eine Tropenkrankheit.
deu,Schützt Tiere vor Misshandlung!
spa,Ella ya no es del todo joven.
deu,"Sie fanden es schwierig, ihren Lebensunterhalt zu bestreiten."
ita,Non voglio lasciarla.
spa,En la comida hemos sido más o menos casi treinta personas.
spa,Puede que Tom no quiera hacer eso.
ita,Verrà dopotutto.
spa,Le prometí guardar el secreto.
spa,Vamos a almorzar juntos.
deu,Ich schwimme sehr gern.
spa,Convendría reemplazar algunas de las viejas incubadoras.
spa,¡Qué Navidad tan feliz pasamos!
eng,That isn't your notebook. It's Tom's.
deu,"Sag mir, wem diese Bücher gehören!"
eng,I'll see them tomorrow night.
eng,The rover lumbered across the dusty red plain on Mars.
spa,Creo que deberíamos continuar esta conversación fuera.
spa,Revisa esos documentos.
eng,To travel is to change the clothes of the soul.
eng,Is the beach near this area?
eng,Save more.
spa,Nos bloquearon el cerebro.
ita,Tom non sa dove sono le sue chiavi.
ita,Gli faremo portare la nostra valigia al piano.
eng,Ziri has hives in the backyard.
eng,These horses are not for sale.
spa,A Linda le encanta el chocolate.
deu,Das haben wir nicht bestellt.
eng,"In addition to being the capital of the United Kingdom, London is also the capital of England."
